,Author,Quotes,Likes,Tags
26,"Anath Lee Wales,","“great minds save before they spend, but idiots spend as soon as the income arrives, they never plan because they never save”",0,"['business-mindset,', 'goals-and-plans,', 'great-minds,', 'greatness,', 'income,', 'inspirational,', 'motivational,', 'planning,', 'saving,', 'saving-money']"
27,Ranatta Philip,"“You woke up, so you're not done! Another day to live. Another chance to contribute. Another chance to make a difference in life. You have another opportunity to focus on your dreams. Go get it!”",0,"['choices,', 'determination-quotes,', 'happiness,', 'inspirational-quotes,', 'love,', 'motivational,', 'optimism,', 'self-love,', 'soul,', 'strategy']"
28,Lailah Gifty Akita,“The fervent prayer of perseverance is hope that the promises shall be fulfilled.”,0,"['fulfilled,', 'hope,', 'motivational,', 'perseverance,', 'prayer']"
29,Lailah Gifty Akita,“Bad luck happens to every one because none can foretell the events of a dark time nor an evil days.”,0,"['bad-luck,', 'daek-time,', 'dont-give-up,', 'motivational']"
0,Shaa Zainol,"“It's okay to give up; however, once you do, remind yourself to get back up.”",1,"['get-back-up-each-time-you-fall,', 'give-up,', 'inspirational,', 'it-s-okay,', 'motivational']"
1,Pamela Russell,"“My research scours over a hundred different coronavirus articles. I wrote this book over nine to twelve months ago. And it was during a time of infection and recovery. I was also working as a financial advisor. My book is an inspiration in itself. In this scenario, what you don't know can hurt you. I hope others will learn from my mistakes. But there are silver linings for the future. The economy will transform and look different from before.”",0,"['inspirational,', 'motivational,', 'non-fiction,', 'science']"
2,Bruce Lee,"“Knowledge will give you power,",0,"['inspirational,', 'motivational,', 'wisdom']"
3,"Lailah Gifty, Akita",“Action lies in adventure.”,0,"['action,', 'adventure,', 'motivational']"
4,Lailah Gifty Akita,“The peace of poetry is as good as the peace of prayer.”,0,"['motivational,', 'peace,', 'poetry,', 'prayer']"
5,Raajesh Pillai,"“The future's blurry, when the past is a trap.”",0,"['future-quotes,', 'happiness-quotes,', 'inspirational-quotes-life,', 'motivational']"
6,Brajesh Kumar Singh,“Work hard until you feel Bitcoin is cheap.”,0,"['bitcoin,', 'brajesh-kumar-singh,', 'life,', 'motivational,', 'quotes-by-brajesh,', 'work-hard']"
7,"Rico Torres,","“When I was born, my parents were not aware that they were necessarily determining my behavior. They followed everyone around them. If I had been a girl, they would have painted my room pink instead of blue. Their attitude towards me would have been entirely different. All of this because they just wanted me to fit in. They wanted me to be 'normal.' They wanted to give me a 'normal' childhood. They did not know that they were paving the way for me to lead a 'normal' life in doing so. In a way, they were instructed by the society to do so.”",0,"['inspirational,', 'motivational,', 'norms,', 'paradigm-shift,', 'society']"
8,"Rico Torres,","“When I was assigned the color blue, I was assigned how I should live. I was assigned a specific type of clothes, toys, and interests. Each individual has different capabilities and hence different interests. Imagine what would happen if someone with no hands would be asked to draw? He might achieve it somehow, but it would be an excruciating and tiring process. This is what happens when we develop a confident expectation from either Gender.”",0,"['gender-roles,', 'inspirational,', 'motivational,', 'norms,', 'paradigm-shift,', 'society']"
9,Somya Kedia,"“When you are broken, cry it out.",0,"['believe-in-yourself,', 'broken-heart,', 'confidence,', 'covid-19,', 'cry,', 'life-struggles,', 'motivational,', 'relax']"
10,Brajesh Kumar Singh,“Negative thoughts can be a disaster for your success.”,0,"['brajesh-kumar-singh,', 'life,', 'motivational,', 'negative-thoughts,', 'quotes-by-brajesh,', 'success']"
11,"Lailah Gifty Akita ,",“Poetry brings calmness of mind just like a mind set on Christ is peace.”,0,"['christ,', 'mind,', 'motivational,', 'peace,', 'poetry']"
12,Lailah Gifty Akita,"“To strive against all the odds, one must find the strength within.”",0,"['motivational,', 'strength,', 'strive']"
13,Lailah Gifty Akita,"“Life matters most, for without life, there is no living.”",0,"['life,', 'living,', 'motivational,', 'wise-sayings']"
14,"Abhijit Naskar,",“Destiny is the child of action.”,0,"['action,', 'brainy-quotes,', 'civilized-beings,', 'destiny,', 'fate,', 'humanism,', 'inspiring,', 'motivational,', 'stand-up']"
15,Lailah Gifty Akita,“No one prays more effectively than when in pain.”,0,"['motivational,', 'pain,', 'prayer']"
16,Ravevx,“Don't Follow the path,0,"['inspirational,', 'motivational,', 'philosophy,', 'philosophy-quotes']"
17,Sarvesh Jain,“You shouldn't define your life by one stroke of bad luck.”,0,['motivational']
18,Lailah Gifty Akita,“The spirit within the soul is the lamp of the Lord.”,0,"['lamp,', 'lord,', 'man,', 'motivational,', 'spirit']"
19,"NEELIMA KHEMCHANDANI,","“One day all of the confusion and amalgamation, jumble and hybrid, would sound as a perfectly executed plan by the empyrean above.”",0,"['inspirational,', 'inspirational-life,', 'life,', 'life-quotes,', 'motivational,', 'self-help']"
20,"Neelima Khemchandani,","“Even if you appear to be a mere drop; Do not forget, the entire ocean resides inside you.”",0,"['inspirational,', 'life,', 'motivational,', 'philosophy,', 'self-help']"
21,Lailah Gifty Akita,“The music in your heart is your healing.”,0,"['healing,', 'motivational,', 'music']"
22,Lailah Gifty Akita,“God's mercies are new every new Morning.”,0,"['god,', 'mercies,', 'morning,', 'motivational']"
23,Sarvesh Jain,"“If you can’t be good at something, at least be an average. Sometimes being an average is good enough.”",0,['motivational']
24,Shunya,"“When you're in a car, you remain still while the car moves. Similarly, when body-mind are working to reach some goal, your inner self should be still and peaceful in the present.”",0,"['life,', 'life-lessons,', 'motivational,', 'peace,', 'stillness,', 'wisdom']"
25,Pankaj Tripathi,“कहाँ पता था कि जब तैरना सीख जाएंगे तो नदी से दूर हो जाएंगे।”,0,"['bollywood,', 'hope,', 'inspirational,', 'life-quotes,', 'motivational,', 'pankaj-tripathi,', 'philosophy,', 'philosophy-of-life,', 'scoopwhoop,', 'success']"
26,"Scott Ravede,","“When you stress, you live less.”",0,"['humorous,', 'humorous-inspirational,', 'inspirational,', 'motivational,', 'motivational-quotationions,', 'motivational-quotes,', 'stress,', 'stress-management']"
27,Sarvesh Jain,"“Motivation to live a healthy life comes in a variety of ways, for some looking good is a priority, for some feeling good is a priority, and some requires a sudden hospital visit.”",0,"['fitness,', 'motivational']"
28,Lailah Gifty Akita,"“There is no greater sacrifice like sharing,”",0,"['motivational,', 'sacrifice,', 'sharing']"
29,Lailah Gifty Akita,“Poverty is man-made power.”,0,"['motivational,', 'poverty,', 'power']"
0,Isaac Mashman,“The questions that keep us up at night are the questions which drive us during the day.”,0,"['branding-marketing,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
1,Isaac Mashman,"“To act out of desperation is to act out of instinct. To let oneself get to that point however, is to ignore self-preservation.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
2,Isaac Mashman,"“There is as much to be learned from a man with little, as there is from a man with much.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
3,Isaac Mashman,"“A mindset of abundance can only be guided and influenced, never forced.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
4,Isaac Mashman,“To feel obligated to finish all of your food is to be living with a mindset of scarcity. It is the little things from our childhood that have the longest impact.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
5,Isaac Mashman,"“Withstanding hardships is a sort of sport. You can’t control how life plays, but you can control your defensive strategy.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
6,Isaac Mashman,"“Music allows me to disconnect from my present reality, and communicate to my future wisdom.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
7,Isaac Mashman,“The very answers in which we seek are staring back at us in every reflection.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
8,Isaac Mashman,“To settle is to die. To not settle implies that death is avoidable.”,0,"['branding-expert,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
9,Isaac Mashman,“It is normal to feel alone at the start of any journey. It’s the people who you meet along your travels that make the trip more interesting.”,0,"['branding-expert,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
10,Isaac Mashman,"“At the start of every conversation ask yourself what can I give, not what can I take.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
11,Isaac Mashman,"“If you are confident in your ethics and morals, you shouldn’t concern yourself with the thought of how you will be with money.”",0,"['branding-culture,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
12,Isaac Mashman,"“To compete with your reflection, is to have already won long term.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
13,Isaac Mashman,“Business is therapy for the dreamers.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
14,Isaac Mashman,“Public speaking is only bad if your clothes don’t fit correctly.”,0,"['branding-marketing,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
15,Isaac Mashman,"“Humans have different emotional states that are here to serve us, if anything be redirected. Not to be tamed.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
16,Lailah Gifty Akita,“There is no fellowship without friendship.”,0,"['fellowship,', 'friendship,', 'motivational']"
17,Isaac Mashman,"“Your “why” should be centered around yourself. If you’re not taken care of, how do you ever expect to take care of others?”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
18,Isaac Mashman,"“My purpose on this planet is to live up to my potential, everything else just adds to the experience.”",0,"['branding-quotes,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
19,Isaac Mashman,“Even the master plan has room for improvement.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
20,Isaac Mashman,“To dwell on the lack thereof is a mental trap the majority of visionaries are taught to do.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
21,Isaac Mashman,"“Minor inconveniences are just that, and nothing more.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
22,Isaac Mashman,"“The best bet is in yourself, the second best is in a cup of coffee.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
23,Isaac Mashman,“Personal development is a lifelong commitment to excellence.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
24,J.H. Tepley,"“Resolve to commit to your Path. Follow your purpose, go for it, heart and soul, wake up every day determined to serve the greater good. In that commitment, you will find inner peace, motivation, and strength you have never known before.”",0,"['motivational,', 'motivational-quotes,', 'purpose,', 'purpose-driven,', 'purpose-of-life,', 'purpose-quotes,', 'purposeful-living,', 'warrior-quotes,', 'warriors-path']"
25,Ranatta Philip,"“You don't have to be Great, You don't have to be Perfect, You just have to be Consistent.”",0,"['attitude,', 'choices,', 'happiness,', 'inspirational,', 'inspirational-quotes,', 'life-lessons,', 'life-quotes,', 'motivational,', 'optimism,', 'positive-affirmation']"
26,SHIVENDRA NANDAN,“Time is money,0,['motivational']
27,Tony Warrick,"“Rumors are passed by haters, spread by fools, and believed by idiots. People only rain on your parade because they are jealous of your sun and tired of their shade. Do not worry; they cannot stop you!”",0,"['foolishness,', 'haters,', 'inspirational,', 'jealousy,', 'motivational,', 'rain,', 'worrying']"
28,Lailah Gifty  Akita,“There is no fellowship without friendship.”,0,"['fellowship,', 'friendship,', 'motivational']"
29,The Matrix,"“Get up, Trinity. Just get up... Get Up!”",0,"['inspirational,', 'motivational']"
0,"Amit Ray,",“Your hardest time can be your greatest opportunity. Mobilize and harmonize your life-energy and balance the 114 chakras in your body.”,6,"['114-chakras,', 'chakra-healing,', 'chakras,', 'meditation,', 'motivational,', 'self-awareness,', 'self-improvement']"
1,"Charlotte Eriksson,",“80% of people’s complaints are about situations that can be changed in one day.,2,"['change,', 'complaining,', 'goals,', 'habits,', 'healthy,', 'motivational,', 'resolutions,', 'starting-over,', 'success,', 'transformation']"
2,Isaac Mashman,"“Generational curses are actually blessings in disguise; the mistakes were already made for you, now all you have to do is apply the solutions.”",1,"['branding-expert,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
3,Isaac Mashman,“Feeling uncomfortable about a situation is oftentimes the indicator that growth is about to take place.”,1,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
4,Lailah Gifty Akita,“All our problems are nothing compared to the previous privileged of being alive.”,0,"['life-lessons,', 'motivational,', 'privileged,', 'problems']"
5,"Peter  Fenton,",“I don't think Hell is a place people go when they die. But it's real.”,0,"['afterlife,', 'christianity,', 'hell,', 'inspiration,', 'motivational,', 'progressive-christianity']"
6,"Peter  Fenton,","“One of the fun things about being human is that part of who you are is how you suck. Everyone's got this specific, tailored way that they can make the rest of the world miserable.”",0,"['christianity,', 'humor,', 'inspiration,', 'motivational,', 'progressive-christianity']"
7,SHUBHRA MOHANTY,"“I bet if men would have taken ""ladies first"" seriously the world would be a different place.”",0,"['be-the-belief,', 'inspirational,', 'motivational,', 'women-empowerment']"
8,SHUBHRA MOHANTY,“A man who can cook is self-reliant not soft.”,0,"['be-the-belief,', 'inspirational,', 'motivational,', 'women-empowerment']"
9,SHUBHRA MOHANTY,"“Every girl should taste a glass of self-reliance,trust me it's addictive.”",0,"['be-the-belief,', 'inspirational,', 'motivational,', 'women-empowerment']"
10,"Jeroen Saey, EonaCat","“No one can do everything, but everyone can do something”",0,"['eonacat,', 'inspirational,', 'jeroen,', 'motivational,', 'saey']"
11,"Isaac Nash,","“When you do something simple to someone else, not only this person benefits from your simple act but also there is another person who benefits also and that person is you. It is an indescribable feeling. Try to do a high five to someone in your way and you will experience that feeling yourself.”",0,"['healing-the-emotional-self,', 'helping-others,', 'helping-yourself,', 'hopeful,', 'love,', 'motivational,', 'smiling,', 'support']"
12,"Isaac Nash,","“The history of an individual is a mystery to others. It is wonderful, fascinating, and motivating if revealed. The moment you learn about someone's life journey and its details, you wonder and your mind questions never thought such a thing would have happened or existed! That is the individual history of just one person. Imagine how many we are in the world. Of course not only the 7.5 billion current living human beings but also the other many billions who had passed away. Everyone has or had his own life story or even a special event that is or was unique. This is treasure and wealth to others. There are millions of them out there for you to have. All you need to do is to look for them, find where they are, and then wonder. After doing so, it becomes a platform in your own life whether you raise your expectations of things to happen or occur or you move forward with your own set of normal expectations.”",0,"['biography,', 'high-expectations,', 'history,', 'improvement,', 'inspirational,', 'motivational,', 'moving-forward,', 'self-improvement,', 'self-motivation,', 'supportive']"
13,"Isaac Nash,","“Discovering the history of an individual saves you a lot of time, energy, money, and many more towards your own goal(s) in life. Later, yours becomes the insight for others.”",0,"['biographical,', 'goal-setting,', 'improvement,', 'inspirational,', 'listening,', 'motivational,', 'self-motivation']"
14,"Isaac Nash,","“Think of it like you are on an isolated island for so long and you woke up one day and saw an empty boat is leaving the island by the force of the wind. It is pushed away so fast by the wind. It is your only and last chance ever to leave this island. You know there are no more chances because you have been so long already on the island. You definitely will sprint toward it. You will use your full potentials swimming to catch it. Even if you do not know how to swim, you still will go for it if you want to leave this island. You will never think of a plan B. Your mind may tell you, ""You either catch the boat or die"". Finally, when you catch the boat you say to yourself ""How did I do this! I never exhausted this amount of energy before! I never imagined this power comes out of me! In addition to many following wondrous questions, you ask yourself after. The answer to all these questions is simple. You focused ALL of what you HAVE on ONE goal. ONLY one GOAl. Only plan, A”",0,"['belive-in-yourself,', 'encouragement,', 'hope,', 'inspirational,', 'motivational,', 'supportive']"
15,"Isaac Nash,",“The replacement of the word “regret” should be always the word “hope”. The hope that things will change for the better because of my hard work and achievement no matter how long it takes and how much effort it requires.”,0,"['belive-in-yourself,', 'hope,', 'improvement,', 'inspirational,', 'motivational,', 'regret']"
16,"Isaac Nash,",“Be a Herok to yourself and feel better after being rejected from a job interview simply because it is 100% better for you not to get this job for multiple reasons only you could figure them out and believe me they do exist knowing that successes will follow after this rejection sooner or later.”,0,"['believe-in-yourself,', 'hope,', 'inspirational,', 'motivational']"
17,"Isaac Nash,",“Believe in God and his power and he will make you achieve things that beyond your imagination. Then do not forget to share them with others to spread the power. The power of God in you.”,0,"['believe-in-god,', 'faith,', 'god,', 'helping-others,', 'motivational,', 'support-others']"
18,"Isaac Nash,","“Be the first to do the impossible because then it will be possible for others. In case you fail, it is fine because you have earned the honor of trying, plus you are aware of your next step whether you will try it again and learn from previous mistakes or you decide to choose a different path and remember that nothing is impossible with our creator God our Lord Jesus Christ. ""I can do all things through Christ who strengthens me"" (Philippians 4:13).”",0,"['god,', 'helping-others,', 'impossible,', 'inspirational,', 'jesus-christ,', 'motivational,', 'possibilities']"
19,"Isaac Nash,","“The world consists of five letters, established in seven days, and will end in less than a second.”",0,"['end-of-the-world,', 'inspirational,', 'inspirational-quotes,', 'motivational,', 'motivational-quotes,', 'world']"
20,Isaac Mashman,“High pressure salesmen focus on the short term incentives to outweigh the long term cons”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
21,Isaac Mashman,"“Your personal brand when consciously built can be a force for good, or a force for destruction.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
22,Isaac Mashman,“Successful people who wish to maintain their successes must make the decision to do so.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
23,Isaac Mashman,"“Envisioning without action, is the equivalent of praying without faith.”",0,"['branding-expert,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
24,Isaac Mashman,"“True fame is not determined by the amount of people who heard of you, rather by the amount of people who support you.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
25,Isaac Mashman,“Influence without control is a weapon of mass destruction.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
26,Isaac Mashman,"“To give support should be commonplace in our society, not to be asked for.”",0,"['branding-marketing,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
27,Isaac Mashman,"“Movies take years to bring to theater, but hours to watch. Strikingly similar to success.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
28,Isaac Mashman,"“It is possible for a person to change, this change however must occur willingly, and should never be forced.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
29,Isaac Mashman,"“To focus on your legacy when you’re alive, is to detract from the time you could spend building it.”",0,"['branding-expert,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
0,Isaac Mashman,"“Be the one who sets the trend, not the one who follows it.”",1,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
1,Paramahamsa Nithyananda,"“Always tell everything to your atma murti. You can pray, cry, express your frustration, joy, gratitude, fight, everything with your atma murti. Continuously talking to your atma linga and atma murti will give shakti and buddhi to change what you need to change and above all bhakti - romance with existence and cosmos continuously!”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
2,Paramahamsa Nithyananda,"“Ragupathi yogi told me: how she keeps herself happy, makes everyone feeling welcome, keep your heart like that for paramashiva. Always make sure you are the second wife for him, waiting for him to come to your heart; never ever any complaining or ill feeling can enter your heart. Since that time I kept a beautiful space in my heart. I am in absolute peace, joy, just to make paramashiva feel welcome in my heart. I keep the saucha - hygiene, cleanliness of the body, and the santosha - happiness of the heart - just to invite paramashiva and for him to feel happy, welcome, blissful. That’s it.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
3,"Amit Kalantri,",“Always find lesson in every loss.”,0,"['failure,', 'inspirational,', 'learning-from-experiences,', 'learning-from-mistakes,', 'lesson-learned,', 'lessons-learnt,', 'motivational,', 'six-word-quote,', 'six-word-stories,', 'six-word-story']"
4,Paramahamsa Nithyananda,"“When you feel life is positive, you are excited, inspired, joyful, energetic; you feel life is free will and even the sky is not the limit! You feel full of energy, enthusiasm, excitement and you feel everyone is good. You do all good to you but praise that everyone is doing good to you!”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
5,Paramahamsa Nithyananda,"“Anywhere life is flourishing, you can see the non violent beings produced by the hindu ecosystem and their contribution. Anywhere hindus go and settle, they are the richest ethnic community!”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
6,Paramahamsa Nithyananda,"“Whether my work as a healer to heal people from diseases, or my work as a teacher to teach all these great sciences to people, or my work as a guru initiating all of you into this superconscious breakthrough, or my role as an incarnation to shower boons, experiences, blessings, enlightenment, everything on all of you, I can play all my roles with such excitement, tirelessly, because I can see the world as it is, reality as it is.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life-lessons,', 'motivational,', 'wisdom']"
7,Paramahamsa Nithyananda,"“life,inspirational,humor,wisdom,happiness,faith,hope,inspiration,motivational,knowledge,”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
8,Paramahamsa Nithyananda,"“This love is the love which comes from your being when you see the reality as it is (neither life positive nor life negative, just reality as it is) That love empowers you! My love not only empowers me, it empowers everyone of you who receives it.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
9,"Alistair Abram Akrofi-Mantey,",“People readily learn but are afraid to think.”,0,"['inspirational-quotes,', 'learn,', 'life,', 'motivational,', 'philosophy,', 'think,', 'thinking-quotes']"
10,"Abhijit Naskar,","“When it is dark, keep working - when there is light, still keep working”",0,"['action,', 'be-the-change,', 'change,', 'inspiring,', 'life-lessons,', 'motivational,', 'pearls-of-wisdom,', 'sage-sayings,', 'work']"
11,"Abhijit Naskar,","“Don't teach, live your life as a living teaching for all humanity.”",0,"['be-the-change,', 'braveheart,', 'inspiring,', 'life-goals,', 'life-lessons,', 'life-mission,', 'living,', 'meaning-in-life,', 'motivational,', 'purpose-of-life']"
12,Somya Kedia,"“Prepare a Motivational Speech during these Covid-19 times to tell the future generation, the power of being optimistic.”",0,"['coronavirus,', 'covid-19,', 'future,', 'lockdown,', 'motivational,', 'positive-thinking,', 'quarantine']"
13,Paramahamsa Nithyananda,"“When you listen to guruvak, not only you escape from all suffocation, side effects, after effects, you are showered by all auspiciousness.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
14,Paramahamsa Nithyananda,"“I have made thousands of people achieve liberation, enlightenment itself, just by breaking this one pattern - obsessive compulsive reactionary pattern. Same way, I have made millions walk out of their diseases including cancer, just by giving bhasma - sacred ash - and helping them walk out of this obsessive compulsive reactionary pattern.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
15,Paramahamsa Nithyananda,"“I have seen how people create delusions, suffocation, suffering, torture themselves and others, with this obsessive compulsive reactionary pattern. If you break from this pattern, you will start living in anandamaya kosha.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
16,Paramahamsa Nithyananda,"“Whatever good karma you have done, the good karma will also come. But the bad karma you can’t escape. Only an enlightened being who does not have karma, only an incarnation, can save you from your karma.”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
17,Paramahamsa Nithyananda,"“When a guru gives a guruvak, never judge him saying, ‘maybe this is the reason, that is the reason why he is telling that…’ He has no reason other than taking care of you, liberating you, saving you…”",0,"['faith,', 'happiness,', 'hope,', 'humor,', 'inspiration,', 'inspirational,', 'knowledge,', 'life,', 'motivational,', 'wisdom']"
18,Marvie Kings,“”,0,"['inspirational,', 'life,', 'motivational']"
19,Isaac Mashman,"“You either make business your lifestyle, or business becomes your lifestyle.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
20,Isaac Mashman,"“Chase the vision regardless of what other people do, say, or think.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
21,Isaac Mashman,"“Competition only exists in your head, not in the marketplace.”",0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
22,Isaac Mashman,“Building your personal brand is one of the few ways you can ensure that you don't stay broke.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
23,Isaac Mashman,“At the center of all achievement is personal growth.”,0,"['branding,', 'chase-the-vision,', 'goals,', 'growth,', 'inspirational,', 'isaac-mashman,', 'marketing,', 'motivational,', 'personal-branding,', 'visionary']"
